Brand,Title,Link,Transcript,Group,Views,Likes,Comment,Date
The Man Company,Hall of Gentlemen 05 | Kiran Verma | The Man Company | #GentlemanInYou,https://www.youtube.com/watch?v=yQqRUD-P7dY,the journey began during demonetization  when i received a blood donation request  for a family from raipur chhattisgarh  back then i was heading marketing for a  well-known educational institution but  that day changed me forever what  happened after that left me devastated  the blood i donated was sold to the  needy family who couldn't afford medical  bills and patient's wife got into  prostitution to pay them off the  incident made me resign from my job and  i decided to work toward a movement  where nobody should die waiting for  blood to create awareness i decided to  walk length and breath of the country  and created a platform called simply  blood today with over two lakh blood  donors on the platform we have saved  more than 35 000 potential lives across  india without charging anything to  anyone during the pandemic to serve the  underprivileged we started serving  unlimited meals for just rupees 10 and  have served more than 4 lakh 50 000  people in last one and a half years  currently i'm walking 21 000 kilometers  covering every state and every union  territory to create awareness about  blood donation and mobilize 5 million  people to come forward and donate blood  if we could come together and eradicate  polio we can do the same for this issue  my name is kieran varma and this is my  life story i'm proud to be part of the  hall of gentlemen by the men company,M,521,14,1,"Apr 19, 2022"
The Man Company,"Gentleman tum hi toh ho yaar | Celebrate self-love",https://www.youtube.com/watch?v=t30LFLoDyi0,"No one has ever written poetry on your eyes,

I don't think a song was ever composed about your tresses.

You wander floor by floor,

cleaning the world,

As if hanging from the sky.

But when you see a mirror, and take a pause,

Man, you slay!

You, who don't let fights get ugly,

when you steal a glance to look at your clothes,

you really look cute.

In the traffic's rage

you sound like an Indian classical flute

And when you bring flowers for yourself too,

Man, you slay!

You take time out of ledgers

and make time to read a book.

Those years of struggle we spent together,

I never remember that as a bad phase

You share everything except your recipe

You dare so much, and so casually

When you almost get smitten by yourself and smile,

Man, you slay!

But when you keep your negative vibes in trash.

And instead of taking care of your ego, you take care of yourself.

You look mind-blowing.

Yet. no one has ever written poetry on your eyes,

I don't think a song was ever composed about your tresses

I feel I can cross any river when I am with you,

The one who is called a Gentleman in English,

My friend, that someone is you.
",M,1810334,5000,161,"Nov 10, 2021"
The Man Company,"The secret recipe of his glorious beard | TheManCompany | #GentlemanInYou",https://www.youtube.com/watch?v=32kUVu9AKWM,a lot of you have been asking me about  my glorious beard i know  jealousy on a natural  but don't worry  because i'm going to reveal my secret  and super effective year old recipe only  for my followers and everybody who  follows  [Music]  step two time  [Music]  company bring out the gentlemen  [Music],M,1583531,45,3,"Sep 15, 2021"
The Man Company,"From Dentist to an Actress. Heli Daruwala and her supportive #GentlemanBhai | #MeraBhaiGentleman",https://www.youtube.com/watch?v=E6rxn01Vhgc,"[Music]  but my heart wanted something else  when i decided to do something as  different as acting  my brother was the first one to support  me in my first portfolio this is a very  special moment for the both of us this  was the first step towards my profession  and yet it had a personal touch so this  rakhi have decided to gift my gentleman  brother something super amazing  [Music]  happy rakibhai this is for you thank you  for being the gentleman that you  are wow  and a note from karana thanks so guys if  your brother is also obsessed with his  beard like mine is  log on to the mancompany.com and give  him the best grooming products  and make his rakhi special",M,2383,43,1,"Aug 11, 2021"
The Man Company,"3 Step Facial Regime | Facial Charcoal Collection | The Man Company",https://www.youtube.com/watch?v=P7qIm8OvJpo,it's simple wash scrub  and peel my ultimate three-step facial  regime with the man company's  charcoal collection,M,1918,26,1,"Jul 23, 2021"
Gillette,"Respect Your Region | Gillette intimate",https://www.youtube.com/watch?v=gudutqreUIk,guys it's time to stop treating your  groins like junk presenting the intimate  pubic hair trimmer from Gillette it's  not junk so treat it right with a gentle  and easy shape from America's number one  trusted Men's Grooming brand respect  your pubic region with Gillette intimate,M,1188,0,0,"Jun 29, 2023"
Gillette,How to Trim or Shave Your Pubes with Gillette INTIMATE™,https://www.youtube.com/watch?v=VmMsiWHBdrg,whether you like to trim your intimate  area or prefer a clean shaven look we're  going to show you how to do both just  follow these steps to get the groomed  look you're going for gently and easily  okay first let's start with trimming  it's best if you trim against the  direction of hair growth and with fully  dry skin although this trimmer is fully  waterproof here's how to trim the  different parts starting with the shaft  grab hold of the shaft and pull it away  from you to stretch your skin this helps  to avoid Nicks makes it easier to move  the trimmer towards you along the penis  and the base next is the scrotum which  has three distinct areas to groom it's  the most sensitive area so it deserves  sensitive care stretch the skin to the  sides and Trim in the opposite direction  moving on to the front make a V with  your middle and index fingers with your  free hand to stretch the skin to the  sides start trimming in upward movements  towards the shaft against the direction  of hair growth on the back hold the  scrotum and stretch the skin towards the  shaft and move the device in a downward  movement towards the floor then there's  the crack of your back side  you want to make sure to have a good  grip on the trimmer for better control  of the movements with one leg up on the  tub use your free hand to pull the  cheeks apart and pull the skin flat trim  the area using short controlled Strokes  from Back to Front  lastly there's the area in between  [Music]  with spread legs wide stretch the skin  flat and continue trimming one side at a  time now let's move on to how to shave  grooming your ground with the razor is  the best way to get a close clean shave  first rinse the area with warm water in  the shower then apply the shaving cream  to create a layer of protection between  your skin and the blades apply the shave  cream everywhere you plan to shake  before you begin shaving always stretch  the shaft downwards to groom the most  amount of groin hair as possible keep  the skin stretched and glide the razor  smoothly against the direction of hair  growth make sure the razor is always in  full flush contact with the skin to get  a cleaner shave next move on to the  shaft  grab the shaft and Pull It Away  stretching your skin to help avoid Nicks  move the razor towards you along the  penis in the face next up is the scrotum  as you know the scrotum has three parts  sides front and back starting with the  sides pull the skin slowly to the side  to stretch move the razor across in the  opposite direction once again this is  the most sensitive area but with  Gillette intimate razor it's gentle and  easy designed to cut hair without  pressure for the front use the middle  and index fingers on the free hand to  form a v stretch the skin to the sides  and then move the razor in upward  movements towards the shaft against the  direction of hair growth  for the back grab the scrotum with your  free hand stretch the skin towards the  shaft and move the razor in a downward  movement towards the floor  and now to shave the crack area again  hold the razor closer to the head for  better control of the movements  with one leg up on the side of the tub  use your off hand to pull the cheeks  apart and pull the skin flat  use short controlled Strokes from Back  to Front to gently shave  and finally the in-between area  spread legs wide use your off hand to  stretch the skin flat and approach one  side at a time with the razor  last step care after you groom your  Intimidator  apply the empty shave stick to the area  to help reduce friction and provide long  lasting Comfort because your pubic  region deserves it  and with that you're done grooming your  pubic area and you're prepared for  whatever comes next lastly take a good  look  that's what respect looks like  [Music],M,89020,0,0,"Dec 9, 2022"
Gillette,"CHOOSE YOUR GAME FACE",https://www.youtube.com/watch?v=xmL7tmnRJR0,[Music]  would you what was the edge out there  today  hard work and uh  uh the exfoliating bar  so smooth  on the field  [Music],M,2163854,0,0,"Nov 10, 2022"
Gillette,Beard to Goatee in 3 Easy Steps | How to Shape at Home | Gillette,https://www.youtube.com/watch?v=tIPvS0rtleo,"Hey guys! This channel is all about making yourself look and feel your best. And today we're going to show you how to go from beard to goatee in three simple steps ONE: Wash TWO: Shape THREE: Moisturize. Before you trim, it's a good idea to wash your face and beard. using warm water helps prepare  the skin and soften the hair. We're going to shape this goatee and a couple phases. Choose a guard for your trimmers, one that will take off the bulk of your beard that leaves some stubble, we're going to trim moving in the direction your hair grows top to bottom, which will keep things comfortable and help avoid any snags or bullet. So now we've got the beard trimmed and the shape of the goatee. Let's use the razor to shave everything but the goatee. Take your time to make sure you get the shape you want. If you need to, you can take the guard off the trimmer and do some touching up around the goatee. Make sure to use a good moisturizer that will help replace any lost moisture and make your skin feel smooth and look healthy. From beard to goatee in just three easy steps. Wash, shape, and moisturize. Keep looking and feeling your best",M,19720,0,10,"Jan 26, 2022"
Gillette,Getting Ready for College: Complete Style Guide by Gillette India,https://www.youtube.com/watch?v=bvpk_yZBHU4,"(gentle upbeat music)

- [Narrator] College is a
wonderful place to be at.

You make new friends, have fun,

and unlike school finally get
to dress up the way you want.

But since college life is eventful,

we want you to stand out
and make an impression.

So here are some quick tips
on getting ready for college.

First and foremost,
let's talk about grooming

your haircut and beard.

When it comes to your
hair, keep it simple.

An undercut is the current hair trend,

which is shorter on the
sides and longer on the top,

and is set with wax.

(air whooshing)

Tip two, a lot of you might be
getting the peach fuzz beard,

patchy in places, and not fully grown.

So it is important you shave.

Use the Gillette SkinGuard Razor.

It gives you a smooth shave,

and in case you have any
acne or skin irritation,

the unique skin guard
position between the blades

gives you a comfortable
shave without any irritation.

Now the third tip is clothes.

You don't need to spend
a lot to look good.

Simple, solid colored T-shirts with little

or no print does the trick.

They make you look cool and classy.

You can also add casual checkered shirts

or polo neck T-shirts to your wardrobe.

Fourth tip, avoid wearing
shorts to college.

Instead, wear good fitting jeans

or chinos for your everyday look.

Fifth tip, let's talk about shoes.

For college you need a pair
of sneakers or boat shoes.

They are stylish, trendy,
and look really good

with almost everything you wear.

Invest in a pair of good sneakers.

Sixth tip is accessories.

A wristwatch can never go out of fashion,

so you can always go for a metal strap

or a sporty digital watch.

You can also wear bands or
other fashion accessories

on your hand to add to your look.

The final and the most
important tip is body language.

It helps to break the
barrier of unfamiliarity

and helps to form a better
connect with everyone.

So these were some useful tips to consider

while you get ready for college.

Tell us what you think
in the comments below.

For more such videos,

subscribe to the Gillette India channel.

(upbeat music)
",M,418,6,0,"Jun 13, 2023"
Gillette,"How to Look Professional at Work | Essential Grooming Tips for Men | Gillette India",https://www.youtube.com/watch?v=0cQ7YV0nJRY,"- [Narrator] Most of us work

in the nine to five
corporate culture today

and how you dress up
plays an important role.

Your work wear, or business
look is a reflection

of yourself and helps form an impression.

In this video, we'll give you tips

on how you can look professional

at work and make an impression.

The first and the most
important tip is grooming.

When it comes to work,

you have to ensure your hair

and beard are perfect
and not unkempt or shabby

as that can be a deal breaker.

In most corporates,
beard is not appreciated.

It looks a little unprofessional.

Having a clean shaven look

is always a safer option and goes well

with your professional look.

Avoid sporting long hair.

Instead go for short and styled hair.

The side locks should be well shaped

and close to the skin for
a neat corporate look.

Moving on to tip number two, shirts.

If you see, most corporate professionals

wear light colored solid
shirts in pastel shades.

Wear a well fitted shirt.

Loose shirts get messy and wrinkled

when you try to tuck in.

When it comes to formal trousers,

you should prefer wearing
dark colored pants.

A black gray, or a navy blue is perfect

for office wear.

Avoid wearing ankle length trousers

as it is usually looked down upon

in the corporate culture.

One wardrobe essential
for every man is a pair

of formal shoes.

And that's tip number four, shoes.

For everyday office or work wear,

you should wear black
or brown formal shoes.

Tip number five, wristwatches.

Choose a wristwatch that
goes with your outfit.

You can even experiment
wearing a smartwatch

since it's in the trend now.

Now these were some quick
tips to look your best

and make an impression.

For more such videos subscribe

to the Gillette India channel.

(rock music)
",M,1082,121,6,"Apr 9, 2023"
Gillette,Gillette Fusion5: Get Your Perfect Shave & Perfect Shape | Gillette India,https://www.youtube.com/watch?v=fwSE4hgzIng,"[Music]

foreign

perfect shave and shape with Gillette

Fusion 5 with 5 blades for the perfect

shave and a styling back blade for the

perfect shape with Gillette Fusion 5 get

perfect shave and perfect shape
",M,2252,19,4,"Mar 24, 2023"
Gillette,The Ultimate Summer Skin Care Guide for Men | Gillette India,https://www.youtube.com/watch?v=-kWmOOZ60lI,"- [Narrator] Our skin goes
through a lot in summer.

Sweating, tanning, oily skin
are some of the problems

we face in the summer season.

Here is a step-by-step
guide for skincare routine.

Step one, using a face wash.

Stepping out in the summer,

your skin is exposed
to pollution and heat,

which makes your skin
oily, causing breakouts,

so it is essential that
you use a face wash

at least twice a day.

Step two, scrubbing or exfoliating.

In the summers, it is
important to cleanse your pores

and remove the dead skin
cells and blackheads,

which are on the skin,

so using a scrub or an
exfoliator is important.

(upbeat music)

Step three, shaving and
trimming your beard.

In summer, it is advisable
to shave off your beard

and sport the clean look,

it helps your face stay cooler and softer.

(upbeat music)

Step four, sunscreen.

A lot of men seem to ignore this,

but sunscreen is one of the
most essentials during summers.

Tanning and skin burns

are the most common problems
faced during summer,

so it is important that
you apply sunscreen

on the parts that will
be exposed to the sun

before stepping out.

The higher the SPF, the
better protection it offers.

Step five, drink water.

In summer, it is important
to keep your skin hydrated,

and drinking water constantly
will help cleanse your skin

and face off all the toxins,
leaving it healthy and glowing.

So go ahead and enjoy your summers

with these simple hacks for your skin

and tell us what you think of
them in the comments below.

Don't forget to subscribe to
the Gillette India channel

for more such tips and tricks.
",M,1019,17,0,"Mar 12, 2023"
Gillette,"Get Date-Ready: Styling Tips for Men for a Perfect Valentine's Day | Gillette India",https://www.youtube.com/watch?v=bA1wW5rK_Zk,"- [Narrator] It is overwhelming

trying to prepare for a date,

especially if it's your first one.

You want everything to
be perfect and special.

However, a lot of guys are still not sure

about how to get ready for
a date, but don't worry,

we're here to show you

how to get that perfect look on your date.

First things first, you
should look presentable,

for that, you need to
pay attention to grooming

and that's step number one, grooming.

Your face says a lot about you

so pay attention to your
hairstyles and facial hair.

Facial hair is very important,

a patchy beard can be
a deal-breaker for you.

With a properly groomed look,
you can make an impression.

You can use the Gillette SkinGuard Razor,

specifically designed to protect you

from sensitive skin and razor bumps.

Wash your face with lukewarm water.

Apply the shaving gel
and shave your beard.

The Gillette SkinGuard Razor

shaves your hair without
touching your skin,

giving you a comfortable shave.

If you want to sport a beard,

make sure you trim it
and shape it properly.

An unkempt beard gives you a shabby look.

Make sure you wash your hair and style it

using a gel or wax.

Ensure your hair isn't out of place

or overgrown from one side

as it could look very messy.

Visit the salon for a
trendy haircut if required.

The next step is clothes.

Typically, a fitted silhouette
where your clothes hug,

but not constrict your
body is the way to go.

Look for items like a
tailored dinner jacket,

a straight-leg jeans, or
a slim button-down shirt.

It's all about wearing the clothes

versus letting the clothes wear you.

It also depends if you're going
on a lunch date or a dinner.

For a lunch date, choose
light-colored shirts,

whereas you could go for
brighter colors on a dinner date.

When it comes to trousers, you
can go for chinos or denims,

but avoid ripped or torn jeans

as they could be deal-breakers.

Do consider wearing something comfortable

because you don't want
to end up looking clumsy.

Tip number three, shoes.

Pick a pair of good-looking shoes.

Loafers are ideal for a date,

but you could experiment
with a pair of sneakers too.

And there you go.

Now you have all the tips and tricks

to look good on your date.

Have you tried it?

Tell us in the comments below.

For more such videos,

subscribe to the Gillette India Channel.
",M,830,11,1,"Feb 12, 2023"
Gillette,"Must Have Shaving Products for the Perfect Shave | Gillette India",https://www.youtube.com/watch?v=u4A0uFEL_Bg,"(lively music)

- [Narrator] Shaving is a part

of the everyday routine for many men.

However, in order to
get the perfect shave,

you need to choose the
right shaving essentials.

Here is a list of shaving
products you should buy

so that you do can get the perfect shave.

Before getting into the list,

let's break down the shaving
routine into three parts.

Pre-shave, shave, and post shave.

Beginning with pre-shave, the
first product is face wash.

It is essential that you wash your face

with a face wash before getting
into the shaving process.

This helps cleanse your pores and get rid

of dead skin cells and dirt on your skin.

The second product is
a shaving gel or cream.

It helps to keep the
moisture in the beard hair

during the shave, making it
softer and easier to cut.

It also acts as a layer of protection

between the razor and the
skin, ensuring less friction.

Moving on to shaving, the
most important product

in your shaving routine: the razor.

I would strongly recommend
the Gillette MACH 3.

Its strong and sharp blades
cut hair effectively.

The comfort strip on the razor indicates

when the blades are dull
and need to be changed.

The adjustable head adjusts
to the contour of your face,

making your shaving experience easier

and protects you from nicks and cuts.

(lively music)

After getting a smooth and clean shave,

you need to take care of your skin

and that's where the
post-shave products come in.

And lastly, we have an aftershave.

What an aftershave does is
prevent any skin irritation

you might get post shaving.

And also close your
pores to prevent bacteria

and other germs from settling.

And these are the products
you need for a perfect shave.

For more such tips and tricks,

subscribe to the Gillette India channel.

(lively music)
",M,1288,19,0,"Feb 5, 2023"
Gillette,"Best Razor for Sensitive Skin | Gillette SkinGuard | Gillette India",https://www.youtube.com/watch?v=upIZpSqcPEA,"- [Narrator] Stepping out
of your home means battling

with dust, pollution, and heat,

which affects our skin,
causing pimples or acne

and this makes shaving
difficult for most men.

However, we have a solution,

Gillette SkinGuard, a
razor which shaves hair

while barely touching the skin.

(bright music)

The first step to start shaving

is hydrating your face with warm water,

which helps soften the hair,

giving you a more comfortable shave.

Using a shaving gel.

This helps provide better lubrication

so that the razor can glide smoothly,

giving you a closer shave.

Gillette SkinGuard is designed

for anyone who loves their
skin and fears shaving

because of acne or sensitive skin.

The razor shaves hair and guards skin

due to its unique skin guard
position between the blades.

It works to minimize tug and pull

and cut hair at skin level,

helping to prevent irritation.

The Gillette SkinGuard
Razor is also equipped

with a precision trimmer at the back

to help you reach the hard places,

and style facial hair

which is difficult using the normal razor.

After the shave, rinse
you face with cold water

and dry it off.

Use an aftershave to soothe your skin.

And that's why Gillette
SkinGuard gives you

the most comfortable shave.

For more such videos,

subscribe to the Gillette India channel.

(bright music)
",M,3007,27,2,"Jan 15, 2023"
Gillette,"This Is How You Look Amazing in the Gym | Style Tips for Men | Gillette India",https://www.youtube.com/watch?v=yV94Xqt3rr4,"- [Narrator] Going to the gym

is a daily ritual for many of us.

However, while in the gym,

we have to make a good
impression on others too,

and that's why in today's video

we're going to talk about
how to look good in the gym.

First and foremost is body grooming.

It is natural that you're going
to sweat while working out,

so it is important that
you keep your body clean.

Also, ensure that you
have a deodorant handy

to keep body odor away.

Another important thing to keep in mind

is shaving your beard,

you are ought to sweat in the gym,

and sporting your beard clogs pores,

which traps dirt and germs in your face.

That's why it is advisable to shave.

With the Gillette SkinGuard,

you can shave your beard,

protect yourself against
skin damage and irritation.

The next thing you have to keep in mind

is the right clothes in the gym.

Gym clothes have to make you comfortable

and at the same time, be flexible,

so you can work out in them easily.

The best option is to wear T-shirts

made of polyester or Lycra

as they are breathable fabrics

and you don't perspire much wearing them.

Depending on what you're comfortable with,

choose lightweight shorts or joggers,

which are made with quick-dry mesh.

The next aspect we'll talk about is shoes.

It is very important

that you have a comfortable
pair of workout shoes.

Your shoe impacts your
posture when you work out

and can cause knee injuries,

so make sure you go for a
good pair of running shoes

for your cardio sessions.

And if you're a heavyweight lifter,

get yourself a pair of lifting shoes,

which give your legs and ankle

a good support while lifting weights.

Now, let's talk about post-workout care.

After a workout, it is ideal
that you take a quick shower

to get your body clean of
all the sweat and dirt.

Sweating opens up your pores

so taking a quick shower helps get rid of

all the dirt and dead skin.

After a shower, make sure you
wear a fresh pair of clothes

before heading out.

You should consider wearing
a sports jacket or sweatshirt

to keep your body slightly
warmed up after the workout.

And that's about it.

Follow these steps to look
good and cool in the gym.

For more such videos,

please subscribe to the
Gillette India Channel.

(upbeat vibrant music)

",M,857,6,2,"Jan 7, 2023"
Gillette,"5 Reasons to Choose MACH3 over Disposable Razors | Gillette MACH3 Overview | Gillette India",https://www.youtube.com/watch?v=OBwfSgL5sBw,"(upbeat music)

- [Narrator] As men, we've
all used disposable razors

once in our lifetime,

or probably still using it,

however, it's time to upgrade.

(upbeat music continues)

Here are a few reasons

why Gillette Mach3 razors are superior

compared to your three
blade disposable razors.

First reason is sharper blades,

which are engineered to
give you a close shave.

The Gillette Mach3 is equipped
with thinner, sharper blades

with better coating which
gives a smoother glide,

resulting in less force
being used while shaving.

Long-lasting blades,

the Gillette Mach3
blades are built stronger

and durable as compared
to disposable blades,

so they hold up better to wear and tear

and last as long as 60 days.

Comfort strip,

the Gillette Mach3 comes

with a blue-green comfort strip,

which is an indicator for dull blades.

If the strip is faded or white,

it's a sign that the blades have worn out

and need to be changed.

Another reason is adjustable head.

The Gillette Mach3 comes
with an adjustable head,

which adjusts to the
contours of your face,

which an ordinary razor cannot,

so you get a smoother precision shape.

The open architecture of
the blades make it easier

to clean out the excessive
hair that gets stuck.

Just rinsing it with water is enough

to get rid of the hair

instead of wiping it
with a cloth or towel.

And these are the reasons

for you to dump the disposable razor

and upgrade to a Gillette
Mach3 razor today.

For more such grooming videos,

subscribe to the Gillette India channel.

(upbeat music ends)
",M,2795,26,6,"Dec 25, 2022"
Gillette,"Facial Hairstyles for Men | Beard to Goatee to Moustache to Clean Shave | Gillette India",https://www.youtube.com/watch?v=2uMZ1ZHF6xA,"- As men, we love experimenting

with different facial hairstyles,

and trying out different looks.

In this video, we'll take you
through step-by-step process

on how you can try out different looks

from a beard to a goatee, to
a mustache, to a clean shave.

Step one, wash your face
and apply your shaving gel

to the sides of your face
and parts of your neck.

Step two. Now, with the
razor, shave off the sides

of your beard and neck.

We recommend using Gillette Fusion.

The five-blade technology
gives you a closer shave,

and its flexball adjusts

to the contour of your face,
getting rid of every hair.

(bright lively music)

Step three, shave the edges

of your French beard and side locks.

The Gillette Fusion comes
with a precision trimmer

which helps you shape your side locks

and French beard perfectly,
getting rid of all the hair

that is hard to reach.

(bright lively music continues)

Now that we've showed you how
to get a goatee from a beard,

let's move on to getting
a mustache from a goatee.

Step one, wash your face
and apply the shaving gel

on the chin and to the side of the lips.

Step two, shave off the hair
on your chin and side lips.

The FlexBall Technology on the
new Gillette Fusion adjusts

to the contours of your face.

It also comes with a precision trimmer

that helps removing hair

from those hard-to-reach places.

Step three, shape the edges

of the mustache and get
rid of excessive hair.

The precision trimmer

of Gillette Fusion helps
shape your mustache perfectly.

Now that we have shown
you the mustache look,

let's move on to the simple,
quick, clean-shaven look.

Step one, wash your face,

and apply shaving gel on your mustache.

Step two, shave off your mustache.

The FlexBall Technology on the
Gillette Fusion helps adjust

to your face, giving you a cleaner shave,

and the five blades help cut
all the hair effectively,

giving you great results.

Wash your face with cold water,

and make sure no spot
is left to be shaved.

Finish off with an aftershave

for a complete shaving experience.

(bright lively music continues)

And this is how you shave

from a beard to a goatee, to
a mustache, to a clean shave.

For more such tips and tricks,

subscribe to the Gillette India Channel.

(bright upbeat music)
",M,3150,37,1,"Dec 18, 2022"
Gillette,"How to Shave for the First Time | Shaving Tips for Men | Gillette India",https://www.youtube.com/watch?v=7nYGwpofDVo,"- [Announcer] Want to
start shaving your beard

but not sure on how to start?

Here are a few tips for all you guys

shaving for the first time.

The most important thing is identifying

when to start shaving.

Ideally, you should only start shaving

when you start getting a peach fuzz.

A peach fuzz is that slight patchy beard

and mustache grown as a teenager.

Before we get into the shaving process,

here are the products that are essential

in the shaving routine.

Face wash, Gillette foam
or gel, Gillette razor,

after shave lotion.

First hydrate your skin with warm water,

this will help open up your pores

and soften your facial hair
preventing nicks and burns.

Use a face wash to get rid of
the oil, dirt, and dead skin

preparing your skin for
a comfortable shave.

Then take a small amount
of shaving gel on your hand

and apply it on the beard.

Make sure you apply a
thin even layer of it.

A thick layer will prevent the razor

from reaching the hair
making your shave difficult.

Before you start shaving
check the compass strip

on the razor, if it is white
it means your razor blades

are worn out and have to be changed.

If it is blue or green, it
means your razor is okay to use.

Gillette Mach3 has sharper blades

and a pivot head that takes the pressure

of your hand away from the blades

for better skin comfort
and a cleaner shave,

use light gentle strokes
letting the razor do the work.

You are more prone to nicks and cuts

if you apply too much force

or try to move the razor too swiftly.

The Gillette SkinGuard has a flexible head

which adjusts according to your face,

so it is easy to shape even
the trickiest of places.

(upbeat music)

Rinse your razor frequently to
get rid of the excessive hair

that might be stuck to the blades.

So now the question arises
with or against the grain,

the answer is both, facial
hair grows in any direction,

so shave in the direction
you are comfortable with.

Ideally, shaving both
with and against the grain

should be good to get
rid of the facial hair.

Post-shave, wash your
face with cold water,

this will help close all
the pores on your face

keeping your skin fresh.

(upbeat music)

The last step in the shaving process

is applying an aftershave lotion,

an aftershave acts as a disinfectant

and helps keep skin moisturized,
making you smell good.

And this is how you go about
your first shaving experience.

Tell us your first shaving
experience in the comments below.

For more such videos subscribe

to the Gillette India channel.

(upbeat music)
",M,4779,44,0,"Dec 1, 2022"
Gillette,How to Be Well Groomed | Best Grooming Tips for Men | Gillette India,https://www.youtube.com/watch?v=TT7cdbPKTRw,"(cool music)

- Grooming is an essential part of style.

If you want to look good,
you have to be well-groomed.

Here are some quick tips to
maintain a well-groomed look.

Tip one, pay attention to your hair.

A lot of men don't pay
attention to their hair.

Overgrown, unkempt hair
can give you a very messy,

shabby appearance.

So get a haircut, often.

Wash, manage and style your
hair so it looks perfect

but don't overload it
with styling products.

Tip two, use a face wash.

The skin on your face is more
sensitive than your body.

That's why soap is not the solution.

A good face wash helps you
cleanse your pores, get rid

of oils and dead skin cells
and exfoliates your skin.

(cool music)

Tip three, shave that beard.

A clean shaving look makes
you look fresher and younger

so make sure you shave regularly.

Invest in a good razor.

The Gillette MACH3, but
stronger than steel blades

and an adjustable head
gives you a smooth shave

and leaves you looking
well-groomed in minutes.

(cool music)

Tip four, smell good always.

Body odor can be a deal breaker.

Make sure you use a good
deodorant or perfume

which lasts long, leaving
your smelling good

even after a long day.

Tip five, apply sunscreen.

Before stepping out, apply
sunscreen on your face and hands.

It'll protect your skin against UV days

and prevent skin tanning.

Follow these tips to be well-groomed

and tell us in the comments
below how did you like them.

For more such videos,

subscribe to the Gillette India channel.
",M,1323,18,1,"Nov 20, 2022"
Gillette,"On International Men's Day, Here's How We Surprised People On The Streets | Gillette India",https://www.youtube.com/watch?v=N0YhEmtnnuI,"[Music]

thank you

thank you okay bye

my god it feels like I thank my father

almost after a decade

that we don't thank our fathers our

brothers basically all the special men

in our lives enough attitude

and then we also tend to think that men

are less emotional and invulnerable

but you know what I actually think that

men are equally emotional and they too

deserve to be told that they are loved

and appreciated women

do you know that there's also an

international men's day to celebrate all

the special men in your life

[Music]

hi hi what's your name I'm Nadi my name

is Neha my name is

how are you celebrating this Saturday

weekend day it calls for celebrations do

you know that there's something special

on Saturday this Saturday yeah no you

don't know what international men's day

oh I mean I know about International

men's day but I didn't know it was on

this Saturday actually I am hearing

about this for the first time really

Wednesday yes you heard about it yeah I

heard about it but it is not very

celebrated that's correct I do know what

international women's yes I'm sure men

have their day too so no special party

being planned for the special man in

your life you guys don't do anything

special on that day no not actually not

really I'm not good at remembering dates

so definitely I don't remember the dates

but yeah if I remember it I make sure

that I some do something special for the

person well for the men in the house yes

yes I I do have my father and my brother

do you feel that sometimes you know we

don't thank the special men in our lives

enough definitely and that's exactly why

you should be doing it on every single

day basis it's very tough telling

fathers and the men that how much we

love them because they don't want to

show themselves emotionally weak so if

we tell them we love them they're like

okay huh I mean now that you say you

know in real life you don't really thank

them that happens you miss thanking them

so which is that one special man in your

life

my father my father of course it's my

brother and my father my husband his

name is Ashu brother

they are here like uh my best friend I

trust my father the most oh my dad so

you're a daddy's girl sort of you know I

think as a woman you grow up with that

with that figure where you're always

admiring the man in your life and that's

your father and what is the one thing

that inspires most about him he has just

amazing Clarity of thought patience

patience very patient yes his patience

and composers he's very gentle it's not

a quality is associated with men usually

hard situation

any special message that you'd like to

give your brother thank you note to him

on this special day Ah that's lovely I

hadn't thought of that okay well Ashu I

don't know if you'll be watching this

but if you are you know I love you I

would say a big warm hug and a very very

big thank you for being there for me

really really love you I love him he's

best I always pray for his success

wealth and health always thank you Dad

for supporting me in every way he can

for inspiring thank you it's not enough

for her

we have a small gift for your for the

special man in your life special thank

you for Mr Ashu please give it to him

so here's a shaping tool for the man who

shaped us thank you so much

thank you all right bye-bye

thank you

[Music]

[Applause]

[Music]

thank you
",M,712,13,2,"Nov 19, 2022"
Gillette,"How to Transform into a Stylish Good-Looking Man | Men’s Style Makeover | Gillette India",https://www.youtube.com/watch?v=9VaWMVb-SqY,"- [Narrator] Being stylish is
a skill that not all men have.

Some men are blessed with
it, while some are not.

However, being stylish is not hard,

but you can always learn and improve.

In this video,

we'll take you through
men's style transformation.

Starting from the top,

first, let's talk about hair.

Invest in good hair products
like shampoo, conditioner,

which help your hair look good

and style them to create
a rocking impression.

A shabby and unkempt beard

will give you a messy appearance,

even if you wear the best of clothes,

so it is important you shave your beard,

Having a clean-shaven look

makes you look younger and fresher.

The Gillette MACH3 with stronger blades,

glides on your skin,

giving you a smooth, comfortable shape.

Now let's talk about clothes.

Baggy and loose is out of fashion.

Make sure your clothes fit you well,

not too tight, or too loose.

Denims are a must have,

but play around with your look

by trying out some cool chinos.

Chinos are stylish casuals

that give you a smarter look than denims.

Moving on to your shoes.

Invest in a pair of loafers or sneakers,

they match with every outfit you wear,

and make you look cool and stylish.

And this is how you can transform

into a stylish, good looking man.

Tell us what you think of these
tips in the comments below.

For more such videos,

don't forget to subscribe to
the Gillette India Channel.

(upbeat music)
",M,1532,9,0,"Nov 13, 2022"
