,Brand,Title,Transcript,Group,Views,Likes,Comments,Date,Genbit Score,% Female Words,% Male Words,Avg Bias Ratio,Freq of Female Words,Freq of Male Words
45,Fenty Beauty,HOW RIHANNA USES GLOSS BOMB | FENTY BEAUTY,"[Music]

the gloss balm and I apply this all day

long and for no reason literally like

this it's comfortable it's nourishing

it's a double that so on so so much

product comes out on it I want it makes

you wanna get kissed

[Music]

",F,929631,18000,246,"Sep 9, 2017",0,0,0,0,0,0
46,Fenty Beauty,SHOTS & SWATCHES WITH RIHANNA: CHEEKS OUT CREAM BLUSHES | FENTY BEAUTY,"let's talk about cream blushes cheeks

out shots and swatches okay so we're

gonna show you our cream blush which is

Fanta beauty's very first blush ever

it's all about cheeks out in the summer

right what's your definition of cheeks

though I please I'm talking about my

actual sheets on my page

how many shades 10 first up Rosie latte

what else would you call this color

pinky Brown look at that face

fool proof right there yeah next color

bikini martini I feel like that's my

color gorge got the swatches justice the

next color is called strawberry drip

strawberry dream Oh

how many more we got we're even drama

class no because this shade is called

travel class oh my gosh orange is my

favorite color this is orange

it's called decorative because it looks

like at a curry you just take a dip

right in the drink way go flush giving

you a go you can use it as a blush color

or use as highlight like our next it's

gonna be crush on Cupid look at that

Gorge so boy does that's that's better

no oh you hurt thumb Cupid crush crush

on you bury your oh this sponge

cool oh all right I left the two best

for last

[Music]

okay thanking summertime less cheeks out

",F,989517,36000,1416,"May 9, 2020",0.111377063493543,0,1,0.0981828332921711,0,1
47,Fenty Beauty,PRO FILT'R COMPLEXION COLLECTION | FENTY BEAUTY,"women of all ages all size all skin

tones all religions all cultures i

wanted women to feel included

[Music]

my name is jack dang and my shade is

4.95

my name is stephanie bernafeld and my

shade is 145. hey i'm katya diep and my

shade is 4.98

105 345 385.

[Music]

[Music]

you

",F,892070,7600,234,"Jan 11, 2019",0.878244950939754,1,0,-0.98360546659758,2,0
48,Fenty Beauty,PERFECT UNIVERSAL RED | FENTY BEAUTY,"when I see the color red I think love I

think beautiful

I think sexy strong and elegance meets

tunnel leaping long-wear fluo lip color

this one universal well shade was tensed

Mariana is called uncensored this

weightless liquid lipstick was

obsessively tested to make sure it looks

incredible on all skin tones the lip

departing precision one gives you

intense show-stopping penguin in a

single stroke

experience 12 hours of soft matte

colorist stays smooth and warm feather

high-impact color has never been this

loveliness plus it comes in a gorgeous

prismatic glass bottle

[Music]

",F,529958,14000,433,"Nov 23, 2017",0,0,0,0,0,0
49,Fenty Beauty,Fenty Icon Semi-Matte Refillable Lipstick | Fenty Beauty,"i've always loved lipstick since the day

i saw my mom applying red lipstick red

lipstick was my favorite from the very

beginning that's hot right lipstick in

general completely transforms the look

even if you don't have on a stitch of

makeup if you have on a good strong

lipstick it changes everything so cute

now this is mvp can't forget it this red

works for every skin tone

this shade is called scala sista it's

just a really good nude i love nudes

with a little mauvy hint

this lipstick took two years to

completely create i wanted something

that not just performed well but also

was giving you nutrients as you were

wearing it all day it feels really

comfortable on the lips thanks to our

hyaluronic acid and our extra vitamins

that we have in the formula it's full

coverage with a creamy yet semi-matte

finish fun fact we actually tailored the

top of this lipstick bullet to match the

shape of my lip right here it makes it

super easy to create whatever shape and

application you need

this case is no joke it's really really

beautiful from the outside to refill the

icon lipsticks you just pick your

lipstick shade any shade pop the bullet

into the base and then click it into the

case pretty genius actually

",F,438125,14000,353,"Feb 8, 2022",0.0863809151987018,0.5,0,-0.0727014928942513,1,0
50,Gillette,Gillette is Celebrating its Fifth Year of the Gillette Gaming Alliance,"[Music]

every tool for every guy that wants to

look his best

every day king c gillette is a new

complete line of tools and care products

curated by the most trusted naming

grooming since 1901

king c gillette your beard is our trade

these are your tools

",M,1231,23,7,"Oct 13, 2022",1.2101362693757,0,1,1.48206998485934,0,5
51,Gillette,Gillette Presents: GilletteLabs with Exfoliating Bar | Gillette Canada,"foreign

Gillette presents the Gillette Labs with

exfoliating bar a razor designed to take

the hassle out of your routine with

effortless shaving in one efficient

stroke

the bar in the handle removes unseen

dirt and debris that gets in the way of

the blades

so nothing gets between you and a quick

and easy shave

and the razor handles guaranteed to last

a lifetime or will replace it Gillette

the best a man can get

",M,2486090,1923,126,"Oct 26, 2022",0.580597120299584,0,1,0.619817833452865,0,1
52,Gillette,We believe: the best men can be,"bullying the meter movement against

masculinity is this the best a man can

get is it we can't hide from it's been

going on far too long

we can't laugh at all

[Applause]

what I actually think she's trying to

say making the same old excuses but

something finally changed and there will

be no going back because we we believe

in the best in men men need to hold

other men accountable smile sweetie come

on to say the right thing to act the

right way

[Music]

saman already are in ways big

oh and small eyes Joe

but some is not enough so we treat each

other in a

because the boys watching today

we'll be the men of tomorrow

[Music]

you

",M,4432345,74000,25044,"Jan 15, 2019",1.01478658573206,0.125,0.75,1.19067725219572,1,6
53,Gillette,"Scout, Mortal, Ghatak, Jonathan & Fnatic Nemo back to action in style | #GetYourGameFaceOn","there was one some mighty clan a

brotherhood of warriors their conquests

were legend

and damn they had style

but one day it all shut down

the clan has ever since been waiting

patiently for a sign

and now they've got it they'll be back

equipped skilled

sharp and stylish as ever

welcome to their world

for a campaign of your dreams

get your game face on

",M,176202,2400,41,"Sep 16, 2021",0.188237150353312,0,0.142857142857143,0.166957343143914,0,1
54,Gillette,The Barbershop Girls of India | Gillette India,"Dad always says, kids learn from what they see.

 

 

For example, take the way of life over here

 

 

The things that boys can do

and what girls are not allowed to do

is clearly visible here

Even when it comes about my fathers profession

It's like the boys get to inherit it

But it's not that girls don't get anything

I have seen it

Even they get their share

Domestic chores, running the kitchen, the responsibility of household

 

 

 

 

Why uncle

Shall I shave your beard?

Dad! How can a girl shave your beard?

 

 

Son! How would a razor know the difference between a boy and a girl?

Why

Let's do it! Give me a shave

 

 

 

 

 

 

 

 

 

 

 

Dad is absolutely right

Kids always learn from what they see

 

 

 

 

 

 

",M,16671226,9000,587,"Apr 26, 2019",0.444988671570484,0.210526315789474,0.473684210526316,0.582189793083969,4,9
55,Gillette,Man Enough – Shaving Stereotypes | Gillette India,"that's the toughest man I know Air Force

veteran Biswanath Sinha my dad I

remember as a child I was chased by an

angry bull and I ran straight towards

him crying he held me in his arms and

said wipe those tears off you are a man

[Music]

[Applause]

[Music]

I guess I stopped crying because I

wanted to be like him tough and strong

so no matter how hard you've taken a hit

no tears

and so I had I had my pain like dad

would want me to I did not want him to

see my wounds the time week I was being

a man but this time he didn't ask me to

wipe my tears off

[Music]

that moment changes daughter

[Applause]

that's the day we both realized that

showing what you really feel

it doesn't make you less of a man

raising a strong boy also meant telling

him it was okay it was okay for boys to

cry men can cry even soldiers can cry

[Music]

because our big TVs the best in us

[Music]

[Music]

[Music]

",M,38284905,8200,690,"Nov 19, 2019",1.32925589186718,0.0526315789473684,0.842105263157895,1.59162015633467,1,16
56,Gillette,"Gillette Guard “Daadhi Banao, Muh nahi” Gillette India","[Music]

helping guys be at their best is what we

do

we know that shaving is not necessarily

what guys look forward to every morning

in fact guys go to great lengths to make

their shave the better experience we

know that heat and warmth are constant

variables in that search for a better

shape

consumers tell us that the epitome of a

shaming experience is a hot towel shave

something that only a few guys are able

to indulge in once in a while that's why

we're introducing

our first heated razor

[Music]

a racer that makes the comfort of hot

that will shave accessible to guys every

morning

we've traveled the world and immerse

ourselves in the culture of heat and

warmth we've also learned how these

sensations are applied in an intentional

way to create indulgent experiences

heat has an extensive history in

personal care it helps to reduce the

effects of pain it increases blood flow

the warming bar heats up in less than a

second and distributes an even and

soothing warmth to the skin

the for intelligent heat sensors

continuously reheat the Worman ba to

maintain a safe and consistent

temperature Gillette has pioneered some

major shaping innovations that we had

the opportunity to incorporate into this

razor flex disk technology which helps

to maintain skin contact in order to

give a smooth shave but also to maximize

the heat delivery

design the razor to be waterproof so you

can even use it in the shower

the magnetic charging stands makes sure

it's easily accessible and always

charged

we want to bring the product to

consumers much earlier than we have done

traditionally so that we can incorporate

the early feedback into this new

platform and ensure that we are

delivering an elevated grooming

experience

scheanette laughs is all about

reinventing the experience of shape

and he's just the beginning

you

",M,"110,167",506,21,"Jun 24, 2022",0.174529413491982,0,0.636363636363636,0.132946093477045,0,7
57,Gillette,How to Shave Breach Style Goatee Ft. Ocean Sharma | Gillette X Valorant Conquerors Championship 2022,"(instrumental music)

- [Messay] Building men for others is

what we talk about every day.

The young men that we coach
that come to Saint Frances

They've had adversity
or things in their lives

that your average athlete,

student athlete or just
your average teenager,

doesn't come across.

You talk about being
hungry for an education

or being excited to be educated.

But some of these guys have to worry

about if they can eat day to day,

depending where they're coming from.

- Saint Frances been helping
under privileged kids

and kids of color and for years,

even before the football thing.

- It would be impossible for me to deny

that maybe 90 percent of the
people who are affiliated

with Saint Frances heard
about us because of football.

It is indeed the front porch,

but when they discover

what we did long before football got here,

they really embrace it and
fall in love with the place.

- 1828 is when the school was
founded by a woman of color,

Mother Mary Lange,

and the school was founded
out of social disobedience,

in that it was illegal to teach

the children of slaves how to read.

And back in those days,

African Americans in this
city couldn't own property,

unless it was by a cemetery or prison.

So we're right across from the prison.

- I seen that jail for what does,

I could have been on that other
side of watching the school.

I don't wanna live that life.

So I decided to learn from not really,

just by looking at it.

(upbeat music)

- You got schools that don't wanna play us

because they think we're too good,

and it just puts further
constraints on the program

us playing and so forth.

So, despite that,

these kids have really done well,

the amount of scholarships
this program gives,

all through the support of Biff Poggi

and the other coaches who's helped.

- I don't know where I'll
be without Saint Frances.

- Made me a better person.

Made me a better man in life.

- It's a small little school next to jail,

does the unthinkable.

(upbeat music)

",M,3432,57,2,"Apr 27, 2022",0.630866363018476,0.105263157894737,0.210526315789474,0.173423588975807,2,4
58,Gillette,The Perfect Gift for This Diwali | Gillette Fusion5 Gift Set | Gillette India,"♪ (upbeat music) ♪

- Hey shoulder to shoulder line up!

Line up!

My mission as a coach
and mentor is to be able

to build men for others
when they get to a point

in life where they have to
provide for someone else

other than themselves.

We're gonna show who we're playing

that we are the best.

We just don't look the
part, we are the part.

Everybody understand that?

I always tell my guys that
this day can be better

than the day before
and the way you do that

is you get up.

You gotta look at
yourself through a mirror

and figure out what's
missing and then get better

so every time you get up in the morning

you're always looking at
something that's improving.

Good job, how's it feel?

- Good.

- Feels good, now just
taste it keep working.

We try to instill the habits that help you

to excel and be better at what it is

you want to do.

Feels good to be fresh, look good,

and then you feel good.

And when you feel good,
we say you play good.

And also you excel in
school or anything else

you do outside of the field.

♪ (upbeat music) ♪

",M,2540,15,0,"Sep 28, 2022",0.493093551064618,0.166666666666667,0.333333333333333,0.509996077244636,1,2
59,Gillette,New Gillette SkinGuard - Loves your Skin as much as you do,"since the dawn of game a rivalry is

divided men choose your game face
",M,8377616,44,12,"Mar 31, 2021",0.629464031505969,0,1,0.783614711333227,0,1
60,Hugo Boss,#LookAhead - BOSS Eyewear 2017,"my desire is to go beyond them I always

go forward looking for a perfect

inspiration merging every suggestion

that's around I love the way I can

discover the most precious pleasures

[Music]

I will be impeccably dressed I look

ahead

[Music]

",M,2730006,1341,23,"May 29, 2017",0,0,0,0,0,0
61,Hugo Boss,BOSS LEGENDS: Bruce Lee | BOSS,"when I wake up early I feel like the

whole day belongs to me

my name is Jace lanes eval 60% of my job

is traveling packing smart means you

bring not too much stuff but it needs to

be interchangeable you need to be able

to mix match everything that you have I

will pack a pair of white sneakers maybe

a white t-shirt with me it's always nice

to have something you can put on and go

on your day even LA has its rainy days I

always make sure to bring a coat just in

case if the weather change it makes a

huge difference to travel with garments

that don't crease

I see people at the airport carrying

their suits trying desperately not to

crease them I'm not one of those people

what I love about traveling is absorbing

different cultures makes you who you are

that's a really powerful thing

",M,5965118,23,8,"Apr 6, 2023",0,0,0,0,0,0
62,Hugo Boss,Ideservecouture's Hanan Besovic Backstage at the BOSS Show in Miami | BOSS,"hi everyone I'm Hanan from I deserve

Couture I am backstage at boss so I'm

going to take you with me to boss

backstage and we're going to talk to a

couple of influencers couple of

celebrities the show is tomorrow in

Miami at 8 45 so come along with me now

they told me to walk out of the frame so

I'm gonna do that

so here we're doing uh hair and makeup

and I feel like Meryl Streep in Death

Becomes Her when she says I'm a girl

again because I look like a human again

and that is perfect

um as far as my skin routine goes my

skin routine is water and soap but today

is that a good skin I don't think so

okay I'm gonna interview Naomi Campbell

oh okay very excited like come on next

level I am just gonna stare at her just

be like basically

she is so beautiful

um besides that like I'm gonna interview

a couple of other models

um but we're turning this Hunchback of

Notre Dame into

um a legit human Okay do anything that's

going to make my nose smaller God bless

you

um and my eye is bigger and if you can

do my upper lip because I don't have it

oh sure you're not supposed to agree

with that just so you know you're not

not supposed to agree with the fact that

I don't have an upper lip but it's fine

the show is tomorrow at 8 45 and I'm

super excited because

um it's in Miami okay here we have easy

how are you love amazing the big

question is who's opening the show what

do you think

she is going to find out she's on a

mission to find out thank you so much

love talk about bosses and talk about

icons here we have Miss ipte Hajj hi

love how are you I'm good how are you

I'm doing great oh my God that

pronunciation he knows what she's doing

what does it feel to be a boss for you I

think it's to step into who you are to

be comfortable with who you are and

um you know just own it okay Daisy so

who do you think is going to open the

show

huh Naomi did open last time I don't

know if she's opening this time but um I

really do think that it would be a

moment by the way I love your hoodie

your hoodie is so cute I have the same

one your leash is a boss leash not every

dog has that just so you know so let's

take some pictures you're adorable

you're so cute

good girl good good

girl

you're gonna lay down good girl

good girl I'll stay here

pretty girl

Daisy we made it so finally we're at the

boss show this is the show that

everybody's going to be talking about

",M,2184752,42,2,"Mar 24, 2023",1.12169654363966,0.714285714285714,0.142857142857143,-1.21716625963408,15,3
63,Hugo Boss,#LookAhead with Lorena Rae & BOSS Eyewear,"I love the way I can cover in the most

precious pleasure my desire is to share

their secret to go beyond the note this

is my story I look ahead

",M,664803,45,5,"Jun 8, 2017",0,0,0,0,0,0
64,Hugo Boss,Fall Winter 2022 Campaign | BOSS,"[Music]

be our own champion

be your own love

be your own strength

be your own creator

be your own motivation

be your own boss

[Music]

be your own legend

be your your own boss

be your own boss

be your own boss

[Music]

[Music]

",M,510164,2317,207,"Aug 17, 2022",0,0,0,0,0,0
65,Hugo Boss,"The Own Your Journey campaign starring Lewis Hamilton, Mercedes-AMG Petronas Motorsport driver","before that moment when you know you've

got it comes the preparation look at

every nuance every angle

every corner

[Music]

first you analyze it all then you

prepare for what's to come and when

you've left no stone unturned you can

embrace your journey focus on the

present not the past see off the

unexpected move how you want to move and

believe in yourself and when you can do

that then you can control the

uncontrollable even as a kid the more I

listened the more I adjusted the more my

path became clear focus and you can

achieve greatness

that's my path that's my journey

[Music]

",M,447672,131,8,"Sep 12, 2017",0,0,0,0,0,0
66,Hugo Boss,Met Gala 2023 | BOSS,"hi everyone I'm backstage with boss and

we're getting ready for the Met Gala

[Music]

I'm not the best red carpet guy but I'm

working on my poses and I'm Gonna Be

Ready To Roll

so look in my room I'm looking like a

true boss that he is it has a special

link to car Locker back in 1998 Carla

guffel wrote a letter to then creative

director of boss and now you can see the

letter embroidered on the scarf so it's

a pretty iconic it's beautiful

thank you

",M,358375,121,2,"May 3, 2023",0.722580956828548,0,0.666666666666667,0.767041873160996,0,2
67,Hugo Boss,hris Hemsworth for BOSS Bottled Infinite | BOSS Fragrances,"[Music]

get everybody here we are on the beach

if it is a cracker of the day absolutely

stunning sun shining waves are pumping

she's got my selfie stick got myself a

nice suit got my surfboard what else do

you want

pumped

[Music]

[Music]

[Applause]

[Music]

[Music]

[Applause]

me down

[Music]

",M,318786,2312,139,"Jun 10, 2019",0.598340677824731,1,0,-0.65549909166468,1,0
68,Hugo Boss,"""Into the light"": Henry Cavill in the new BOSS Eyewear campaign, Sharpen Your Focus | BOSS","freitas texas forms

bill mitchell

yesterday they think they are

the defender enters there iran

hermínio esposto questions

he fears that the next the throne among

others

",M,218319,3900,85,"Mar 16, 2019",0.531491806840751,0,0.333333333333333,0.596030327978322,0,1
69,Hugo Boss,The Own Your Journey campaign starring James Marsden,"the thing about personal ambitions is

they're just that

personal

it can't be duplicated

though carbon-copy exists you move you

think you do all on your terms

but this personal journey you set out on

isn't solitary people you never knew

before become your closest friends

communities you never heard of become

your extended family you move through

new scenarios scenes and areas with ease

every moment you breathe can be built on

captured and acted on all in the pursuit

of chasing your dreams and when you can

do that the path you seek will inspire

others as they to set out on their

personal quest so think about your

ambition

and focus on the forward

that's my journey

[Music]

",M,209464,23,2,"Oct 8, 2017",0,0,0,0,0,0
70,Lancome,RÉNERGIE H.C.F. TRIPLE SERUM,"don't tell me it's impossible

renergie hcf triple serum hyaluronic

acid c plus niacinamide ferulic acid our

first time concentrating these

ingredients together in one carrying

triple dose visibly improved signs of

aging layer by layer volume loss

wrinkles

dark spots

so effective three out of four women

would switch to it make the impossible

possible a new era of lancome high

performance skin care renergie hcf

triple serum lancome

",F,7502512,152,10,"Feb 11, 2022",0.600722285349209,1,0,-0.631493944015963,1,0
71,Lancome,Zendaya & Lancome Celebrate International Women's Day with Write Her Future,"as a woman i am proud of myself proud of

myself what makes me happy is

a lot of things make me happy but i

would say my job makes me really happy

my next steps are

unknown whatever brings me joy makes me

happy my advice for the next generation

of young women is to never

forget the power that you hold within

yourself the message i'd like to share

for women's day is embrace all the parts

of yourself that make you who you are i

feel the main issues facing women i mean

there's a lot of issues

lack of opportunity i feel the

opportunities that women could step into

or anything literally anything you want

to do i honor the women in my life by

loving them for exactly who they are and

remembering to tell them that i love

them i think education equity is

important because everyone deserves the

opportunity to learn

",F,10711,695,19,"Mar 8, 2022",0.762107014700291,0.6,0,-0.86487413458513,6,0
72,Lancome,Zendaya Reviews Advanced Génifique,"genifique is one of my favorite serums

i'm going to read some reviews

and see what other people have to say

one review says

it makes your skin feel super soft like

you have an invisible silk blanket on

top of your skin

that is a poetic way of putting it this

one says this product is absolutely

amazing it makes my skin feel so soft

plump even and hydrated and this is the

only one that actually improves the

quality of my skin

shout out to jacob from new jersey my

review would be

skin care daya one two three five out of

five stars

makes my skin feel super soft hydrated

exclamation point exclamation point

my skin my strength my genifique

and smiley face

",F,801394,255,0,"Apr 29, 2021",0,0,0,0,0,0
73,Lancome,Every Moment Together is a Gift with Vanessa and Natalia Bryant,"hey when was the last time that we

like got ready together for something

it went so long this is lancome taunt

adult foundation it's like the perfect

coverage we can do it like an everyday

beauty makeup routine or like if you

want to do like a full-on glam look you

can do that too

the first time i helped you get ready

for prom

was very emotional

actually it was your first school dance

it was homecoming

and you came down the stairs and i think

my he was in tears

because you're all grown up you know

this is my go-to lashy doll these

bristles are so spaced out covers my

lashes perfectly i love your natural

makeup because it really complements

your gorgeous face

i love your red lip i think it goes

perfect with your red dress and you look

fabulous and usual

so chic

so grown making me cry

[Music]

",F,348881,3300,205,"Dec 17, 2021",0.596287336042671,0,1,0.619817833452865,0,1
74,Lancome,ADRIENNE BAILON CELEBRATES MOTHER'S DAY WITH LANCÔME,"[Music]

dear mom our memories together bring me

joy when i first started my career

before every flight you would hug me at

the elevator and we would cry in each

other's arms

as i left you would always give me the

same pep talk you told me to stay strong

no matter what

years later i realized that my

confidence came from your strength for

that i thank you mom for mother's day

i'm gifting you a scent that makes me

happy too

la viet belle is the iconic lancome

fragrance both you and i love it's sweet

and floral with notes of iris and sugar

that make me smile just like you do i

love you happy mother's day

",F,156677,465,9,"Apr 20, 2022",0.974220298235262,1,0,-1.07430375679224,4,0
75,Lancome,Lupita Nyong'o Presents Write Her Future,"as a young girl i had big dreams and my

education played a major role in my

pursuit of them

i remember a book called once a week

comprehension from elementary school

that taught us english grammar

punctuation and parts of speech

it was tedious homework at the time but

every time i make a speech like this one

write a book or even review a script i

have it to thank i went to drama school

to work on my craft as an actor and

there i learned that the best way to

embody another person is by first

embracing myself

i don't think i would have learned that

lesson as soundly on my own

i've always loved learning and i believe

that learners change the world and

define the future with my journey in

education i've had the chance to write

my own future and now partnering with

lancome i want to give more women of

color the chance to do the same

lancome is committed to funding critical

learning programs in the united states

to help achieve equity in education

today on international literacy day i am

proud to announce the lancome write her

future scholarship fund in partnership

with the naacp

the scholarship fund will provide

mentorship workshops and scholarships

for young women of color that are

college bound these programs will

support them in creating the successful

future they deserve

find out how you can be a part of her

next chapter and help her write her

future visit lancome.com to learn more

about the program

",F,36076,428,13,"Sep 8, 2021",0.979878992405574,0.538461538461538,0,-1.07026305387384,7,0
76,Lancome,TEINT IDOLE ULTRA WEAR CARE & GLOW FOUNDATION | LANCÔME,"lancome my friends my team my crew our

foundation new toni dole ultra wear

karen glow

ultra what ultra me me ultra me 24 hour

healthy glow do you see how it catches

the light

medium coverage

fearless long wear all-day wear all-day

hydration 82 skincare serum with

hyaluronic acid and mandelic acid we all

need good skin in this game beyond

longwear we stand for care new panty

doll ultra wear karen glow by lancome

",F,25600,446,10,"Jul 15, 2022",0,0,0,0,0,0
77,Lancome,LILY COLLINS X ADVANCED GÉNIFIQUE EYE CREAM,"hey beauties Lancome summer collection

is here and I'm so excited to play with

some color this vibrant blue smokey eye

is very wearable and not overly dramatic

but fierce enough for a night out

as always I'm starting with primer la

bas acuatic will help your eyeshadow

stay on longer and brighter throughout

the night

now dip your fluffy brush into this nude

shadow and apply a soft wash of color to

the area between your brow and lash line

you can't really see this nude shade on

my skintone but you'll feel it once you

start blending in other colors pick up

the chocolate brown shade and begin to

trace out your natural fold I'm using

brush number 16 which is a fine edge

defining brush add a bit more to the

crease and don't worry about being

precise at this point as long as the

general shape is there next winged out

the crease connect and darken the outer

corner now pick up more of that nude

shadow and use a stiff number thirteen

brush to diffuse and soften the brown

shadow a stiff brush will help you erase

some of the harsh edges and in turn will

create more of a smoky look for my lid

color I'm applying a thin layer of this

bright blue ombre Hypnose stylo and I'm

adding it to the lower lash line as well

this step is optional but it will make

your eyeshadow practically bullet proof

waterproof for sure pick up the darkest

blue shadow with number eleven brush and

apply it over the ombre Hypnose stylo

sealing the lid color by patting it on

look how bright and pigmented that is

this color is everything use the edge of

the brush to add it to the lower lash

line as well now go back with that

pointed number sixteen brush that you

used to apply the chocolate brown and

blend the edges where the blue meets the

brown you don't need to add more shadow

just use whatever is left on your brush

dip a flat number eighteen brush into

the lightest blue shade and use it to

highlight the inner corner then dip the

same brush into the medium blue shade

and add it to the transition between the

two blues to create a soft gradient

effect and don't forget the lower lash

line now I'm using black fishness gel

liner my absolute fave to define my lash

lines and complete this eye look

I'm adding it to the top lashline wing

optional and both water lines tight

lining the top for an extra smoldering

look as a final step I'm defining my

lashes with definicils mascara which is

another fave and on my lips I'm wearing

this coral Alizee juicytube

it feels so good to wear some color

after a long winter and now I want to

see you try it

thanks for watching until next time

",F,"17,340",343,0,"Jun 1, 2021",0,0,0,0,0,0
78,Lancome,Lancôme Summer Color - French Paradise Tutorial with Maryam Maquillage,"[Music]

so i'm going to tell you a little bit

about lancome's new genifique eye cream

and how i like to use it

first you take just a little bit

of the cream about a pea size mix it

together like this

then you take both your index fingers

like this

right underneath your eye and you swipe

three times and then you take your two

middle fingers

and you go right above the eyelid three

times the magic number

now onto the next step you take both

your fingers again on both hands

you hold it here and as you move it out

you also separate your other fingers and

you massage outwards

and then obviously we have to do the

other side

very lightly and smoothly three times

and now on to my favorite part which is

kind of like playing piano on your

eyelids

voila my eyes are brighter and stronger

[Music]

feels amazing what do you think

",F,17308,297,5,"Mar 25, 2015",0,0,0,0,0,0
79,Lancome,Treat Puffy Eyes and Dark Circles with Génifique | Lancôme,"the area around the eyes tends to be the

first place where we see visible signs

of aging when looking at Caroline you

can see dark circles fine lines and

puffiness in the eye area for visibly

younger brighter eyes use genifique eye

which contains vitamin c g and probiotic

this product works to diminish dark

circles and fine lines to target

puffiness i recommend genifique eye

light-pearl this eye illuminating serum

that contains caffeine and microalgae

extract has a massaging applicator that

gently applies the formula these two eye

products are great options for your

delicate eye area

",F,12993,261,3,"Mar 25, 2015",0,0,0,0,0,0
80,Loreal,L’Oréal Paris Hyaluron Moisture Range | Infused with Hyaluronic Acid,"[Music]

hyaluronic acid dehydrating power now

for your hair new hyaluron moisture with

a shot of hyaluronic acid instantly

fills hair with moisture 72 hour

hydrated hair full of life it's not

magic it's science new hyaluron moisture

by L'Oreal Paris we're worth it

",F,126741838,53,2,"Feb 13, 2023",0,0,0,0,0,0
81,Loreal,L’Oréal Paris Hyaluronic Acid Fresh-Mix Serum Mask English (20 seconds),"discover the new way to mask fresh

hyaluronic acid mask by l'oreal paris

fold and squeeze to release the fresh

hyaluronic acid

into the dry mask hydrates in 15 minutes

for instantly plump and radiant skin

new fresh hyaluronic acid mask by

l'oreal paris we're worth it

",F,5455705,175,15,"Mar 20, 2021",0,0,0,0,0,0
82,Loreal,L'Oréal Paris Extraordinary Oil Smooth Range,"[Music]

i've made tough choices but it was easy

to choose smooth hair

new l'oreal paris extraordinary oil

smooth infuses four times more

nourishment and transforms hair quality

for 97 smoother hair my salon likes

smoothing treatment at home new l'oreal

paris extraordinary oil smooth you're

worth it

",F,64303623,130,0,"Apr 30, 2022",0,0,0,0,0,0
83,Loreal,L'Oréal Paris India | New Casting Crème Gloss Ultra Visible Hair Color,"[Music]

makes me shine easily i choose the new

casting creme glass ultra visible by

l'oreal paris no ammonia conditioning

hair color with royal jelly dark by logo

illuminate curry with vibrant colors up

to five times

new casting creme glass ultra visible by

l'oreal paris because we're worth it

",F,62663154,244,17,"Jan 19, 2022",0,0,0,0,0,0
84,Loreal,L'Oréal Paris Dream Lengths | Save your last 3cms,"long hair dreams stop cutting new

l'oreal paris dreamlands a cocktail of

vegetal keratin and castor oil

restructures lens and seal split ends to

save your last three centimeters for the

hair of your dreams new dream lens from

l'oreal paris save your last three

centimeters you're worth it

",F,35301601,203,14,"Mar 17, 2022",0,0,0,0,0,0
85,Loreal,NEW L'Oréal Paris Extraordinary Oil Steam Mask | Salon-Like Smoothening Treatment At Home,"new l'oreal paris extraordinary oil

steam mask reinvents cell on treatments

at home with the power of steam l'oreal

paris steam mask versus salon treatment

[Music]

cello like smoothness in 5 minutes new

l'oreal paris extraordinary oil steam

mask you're worth it

",F,33618290,67,7,"Mar 2, 2022",0,0,0,0,0,0
86,Loreal,StandUp Against Street Harassment,"we see it happen

everywhere at any time 78 of women have

experienced sexual harassment in public

spaces

like a suggestive comment a sexually

explicit touch

an inappropriate gesture

or being followed and it threatens our

self-worth

it takes over who we are we see it

happen

but stay cautiously silent and

uncomfortably look away

maybe because we don't know what to do

how to help

or how to combat the situation

the time has come to keep our heads up

and to stand up for each other

against street harassment and everyone

can be part of the solution

sorry i'm gonna pay for it excuse me

is this yours can you help me please

i'm looking for this direction l'oreal

paris and the nonprofit organization

hollaback have joined forces to teach

men and women how to combat sexual

harassment in public spaces

with simple but impactful actions

learn how to combat street harassment at

standupdashindia.com

take a stand with l'oreal paris because

we're all worth it

",F,14828665,5200,762,"Nov 25, 2020",0.32142114169486,0.666666666666667,0.333333333333333,-0.309941893044236,2,1
87,Loreal,Excellence Crème | Eva Longoria covers her greys,"[Music]

hi guys notice anything oh how could

these gray for a second I thought okay

grace I'm ready to see you

but I'm not I am NOT ready for this much

gray excellence creme by l'oreal paris i

don't think there's ever gonna be a

better before and after three steps for

100% gray coverage and rich radiant

color oh is what I'm talking about

self-care is software's he is now more

than ever we're all worth it

",F,13259454,54,6,"May 26, 2020",0.547789251522175,0,1,0.638761029727901,0,2
88,Loreal,L'Oréal Paris - Rouge Signature Liquid Matte Ink | 7 Matte Shades,"L'Oreal Paris introduces Rouge signature

matte lip ink less texture more color

less excess more impact less effort more

elegance all day max availab sensational

Rouge signature the first matte lip ink

by l'oreal paris you're worth it

",F,12633420,1800,39,"Jul 9, 2019",0,0,0,0,0,0
